Index,Hours,Julian_day,Week_day,T_°C,SR_W/m2,p_mb,Prec_mm,RH_%,WD_°,WS_m/s,NO2_ug/m3
32312,7,251,6,14.02,299.88,728.9,0,46.51,198.93,3.37,11.44
32313,8,251,6,15.66,543.29,729.3,0,40.3,197.98,2.92,15.65
32314,9,251,6,17.04,789.48,729.42,0,35,179,2.69,14.03
32315,10,251,6,17.88,950.62,729.58,0,31.13,115.79,3.1,10.74
32316,11,251,6,18.28,1038.65,729.27,0,28.68,113.83,3.9,11.07
32317,12,251,6,18.82,1062.33,728.64,0,26.25,109.96,4.25,10.13
32318,13,251,6,19.28,987.72,728.03,0,25.99,108.3,3.81,12.66
32319,14,251,6,19.44,836.69,727.34,0,26.54,101.95,3.56,9.51
32320,15,251,6,19.05,635.6,726.7,0,30.01,101.11,3.94,8.72
32321,16,251,6,18.64,333.13,726.55,0,30.45,102.02,3.3,11.8
32322,17,251,6,17.48,84.29,726.65,0,32.4,100.16,2.94,16.44
32323,18,251,6,16,0,727.05,0,33.14,135.63,1.77,29.66
32324,19,251,6,15.41,0,727.51,0,38.05,191.42,2.44,41.87
32325,20,251,6,14.4,0,727.89,0,39.6,203.07,3.02,23.3
32326,21,251,6,13.91,0,728.4,0,38.86,209.25,2.82,18.01
32327,22,251,6,13.62,0,728.48,0,37.2,209.66,2.91,11.03
32328,23,251,6,13.27,0,728.21,0,35.09,204.77,2.84,7.94
32329,0,252,0,13.06,0,727.72,0,34.22,210.04,3.16,4.48
32330,1,252,0,12.66,0,727.57,0,35.86,209.06,3.02,3.16
32331,2,252,0,12.24,0,727.3,0,38.65,205.84,3.3,2.74
32332,3,252,0,11.82,0,727.23,0,43.01,208.21,3.35,2.81
32333,4,252,0,11.61,0,727.16,0,44.53,204.04,3.48,3.53
32334,5,252,0,11.65,0,727.48,0,43.78,207.46,3.57,7.57
32335,6,252,0,12.42,68.16,727.42,0,43.82,196.12,4.13,23.32
32336,7,252,0,14.45,322.58,727.87,0,41.26,193.33,4.35,27.27
32337,8,252,0,16.33,582.14,728.36,0,39.77,199.32,3.63,26.22
32338,9,252,0,18.14,771.55,728.48,0,36.78,184.43,1.93,21.84
32339,10,252,0,19.24,939.6,728.42,0,35,117.74,2.43,18
32340,11,252,0,19.18,1076.88,728.18,0,35.35,105.53,3.88,14.8
32341,12,252,0,19.45,1120.32,727.44,0,34.12,113.02,4.21,15.75
32342,13,252,0,19.73,985.4,726.5,0,33.69,104.04,4.07,17.42
32343,14,252,0,18.97,366.19,726.11,0,35.6,116.21,3.2,21.69
32344,15,252,0,18,425.55,725.92,0,37.49,103.74,4.17,19.79
32345,16,252,0,17.6,273.12,725.8,0,38.67,100.84,3.93,20.39
32346,17,252,0,16.32,54.32,726.12,0,41.59,104.88,2.75,30.53
32347,18,252,0,15.48,0,726.63,0,43.44,131.44,1.83,37.9
32348,19,252,0,14.8,0,727.18,0,43.78,136.41,1.58,29.17
32349,20,252,0,13.9,0,727.58,0,47.43,202.53,2.23,42.85
32350,21,252,0,13.43,0,727.97,0,47.86,204.64,2.45,24.31
32351,22,252,0,13.13,0,728.01,0,48.63,203.35,2.31,18.43
32352,23,252,0,12.73,0,727.92,0,51.05,202.33,3.06,10.02
32353,0,253,1,12.59,0,727.28,0,51.38,198.21,2.89,6.65
32354,1,253,1,12.55,0,726.64,0,50.54,196.37,2.59,5.2
32355,2,253,1,12.63,0,725.9,0,47.98,201.78,2.82,5.24
32356,3,253,1,12.67,0,725.6,0,44.32,212.2,2.12,
32357,4,253,1,12.33,0,725.59,0,44.31,204.67,1.32,19.82
32358,5,253,1,12.55,0,725.65,0,44.02,194.34,2.07,24.57
32359,6,253,1,13.66,69.15,725.99,0,42.58,192.84,2.93,30.91
32360,7,253,1,15.56,314.79,726.53,0,38.82,185.46,3.15,41.79
32361,8,253,1,17.13,562.77,727.02,0,36.62,171.86,1.74,38.26
32362,9,253,1,18.68,769.46,727.01,0,34.67,151.01,0.9,26.43
32363,10,253,1,19.8,914.71,726.89,0,32.53,108.9,1.23,22.77
32364,11,253,1,19.92,1016.07,726.62,0,32.95,104.82,2.33,22.65
32365,12,253,1,21.08,932.93,725.88,0,30.59,140.12,1.67,21.49
32366,13,253,1,20.87,575.21,725.21,0,31.07,107.76,1.59,23.25
32367,14,253,1,19.67,568.86,724.87,0,43.62,0.93,3.38,18.39
32368,15,253,1,19.66,599.09,724.57,0,43.7,3.16,2.93,14.88
32369,16,253,1,19.47,353.28,724.51,0,42.09,359.13,2.94,17.46
32370,17,253,1,17.14,46.19,724.78,0,51.05,353.86,2.89,24.82
32371,18,253,1,15.91,0,725.4,0,53.08,2.12,2.4,38.51
32372,19,253,1,15.01,0,726.06,0,56.88,8.24,2.03,48.68
32373,20,253,1,14.25,0,726.94,0,58.04,2.15,2.42,27.61
32374,21,253,1,13.77,0,727.45,0,57.55,354.81,1.78,21.67
32375,22,253,1,12.95,0,727.61,0,58.54,336.69,1.38,26.77
32376,23,253,1,12.55,0,727.27,0,58.49,328.29,1.34,16.43
32377,0,254,2,11.95,0,726.78,0,60.34,332.92,1.41,11.54
32378,1,254,2,12.02,0,726.3,0,60.61,341.34,1.28,7.4
32379,2,254,2,11.47,0,726.12,0,62.2,330.71,1.26,11.03
32380,3,254,2,11.2,0,726,0,63.08,291.13,0.75,26.43
32381,4,254,2,11.15,0,725.95,0,63.62,221.09,0.66,32.64
32382,5,254,2,12.17,0,726.18,0,55.27,256.52,1.19,19.3
32383,6,254,2,12.39,29.94,726.47,0,54.46,217.75,1.5699999999999998,48.44
32384,7,254,2,15,298.3,726.9,0,47.62,192.84,2.38,38.98
32385,8,254,2,17.22,571.94,727.1,0,40.47,192.27,1.45,20.42
32386,9,254,2,18.46,781.95,727.04,0,37.63,145.7,1.35,18.92
32387,10,254,2,19.56,932.56,726.46,0,33.78,154.54,1.5699999999999998,16.58
32388,11,254,2,20.95,988.3,725.67,0,30.11,109.32,1.39,15.24
32389,12,254,2,21.53,636.13,724.75,0,29.22,11.29,2.61,19.91
32390,13,254,2,20.53,506.58,723.96,0,35.74,55.29,2.16,21.04
32391,14,254,2,18.92,253.41,723.61,0,45.48,7.34,3.31,24.82
32392,15,254,2,17.09,129.08,723.74,0,54.42,5.42,2.93,24.81
32393,16,254,2,17.08,247.31,723.67,0,53.57,1.45,2.83,18.1
32394,17,254,2,16.56,82.66,723.79,0,54.89,3.15,2.8,28.81
32395,18,254,2,15.29,0,724.55,0,60.67,6.35,2.56,38.82
32396,19,254,2,14.58,0,725.46,0,64.29,8.4,2.46,37.84
32397,20,254,2,14.26,0,725.89,0,63.54,330.53,0.77,26.54
32398,21,254,2,12.82,0,726.61,0,74.49,97.25,0.51,41.44
32399,22,254,2,12.28,0,726.91,0,75.48,289.74,0.37,39.41
32400,23,254,2,12.35,0,726.34,0,76.52,127.49,0.32,41.94
32401,0,255,3,11.34,0,725.91,0,87.97,123.35,0.42,39.72
32402,1,255,3,12.19,0,725.26,0,82.31,187.47,0.72,40.93
32403,2,255,3,12.14,0,724.92,0,80.34,172.45,0.5,39.37
32404,3,255,3,11.9,0,724.72,0,79.7,227.94,0.19,
32405,4,255,3,11.55,0,725.03,0,82.97,168.26,0.36,29.09
32406,5,255,3,12.08,0,725.31,0,78.97,295.24,0.37,32.26
32407,6,255,3,12.38,32.4,725.44,0,76.73,180.46,0.43,40.5
32408,7,255,3,14.7,256.76,725.79,0,64.45,171.49,1.51,49.02
32409,8,255,3,15.49,310.78,726.38,0,60.89,155.39,1.39,50.12
32410,9,255,3,17.72,682.5,726.54,0,50.88,167.55,1.32,36.92
32411,10,255,3,18.85,888.18,726.41,0,42.07,137.3,1.82,16.11
32412,11,255,3,19.72,963.53,725.84,0,39.04,106.1,1.65,14.67
32413,12,255,3,20.34,920,724.85,0,35.44,100.39,2.06,14.42
32414,13,255,3,20.19,477.94,723.89,0,37.01,66.4,1.41,20.65
32415,14,255,3,19.82,260.49,723.35,0,38.84,77.62,1.94,20.58
32416,15,255,3,18.16,191.73,723.06,0,52,15.51,1.65,28.06
32417,16,255,3,17.51,122.88,722.94,0,56.4,1.46,2.45,29.43
32418,17,255,3,16.23,48.77,723.51,0,64.65,16.32,2.08,44.23
32419,18,255,3,14.94,0,724.45,0,70.77,53.63,1.3,52.47
32420,19,255,3,14.44,0,725.25,0,71.22,52.58,1.44,46.2
32421,20,255,3,13.73,0,726.07,0,77.51,46.66,0.89,46.1
32422,21,255,3,13.29,0,726.57,0,79.89,166.41,1.39,44.76
32423,22,255,3,13.41,0,726.81,0,78.83,142.29,0.94,44.11
32424,23,255,3,13.11,0,726.71,0,81.2,173.89,1.07,44.37
32425,0,256,4,13.2,0,726.24,0,78.63,76.97,0.56,42.87
32426,1,256,4,12.8,0,725.68,0,80.68,51.58,0.48,40.34
32427,2,256,4,13.1,0,725.26,0,72.82,208.66,0.33,33.41
32428,3,256,4,12.78,0,725.19,0,75.52,28.44,0.16,29.85
32429,4,256,4,13.16,0,725.34,0,66.79,209.4,0.65,23.14
32430,5,256,4,13.41,0,725.72,0,60.76,187.73,1.31,27.26
32431,6,256,4,13.57,71.04,726.05,0,59.72,196.06,1.88,39.84
32432,7,256,4,15.59,317.92,726.74,0,48.36,189.76,3.03,32.46
32433,8,256,4,16.75,551.65,727,0,42.52,174.34,3.28,31.75
32434,9,256,4,17.77,814.14,727.09,0,38.69,116.1,2.35,23.44
32435,10,256,4,18.57,963.6,726.89,0,36.27,101.87,3.35,18.25
32436,11,256,4,19.38,1033.23,726.26,0,33.92,108.91,3.61,19.29
32437,12,256,4,19.99,1057.49,725.59,0,32.8,113.14,3.77,20.01
32438,13,256,4,20.29,856.52,724.64,0,32,103.06,3.61,22.6
32439,14,256,4,20.03,748.27,724.16,0,34.03,107.35,3.64,19.78
32440,15,256,4,19.23,452.97,723.89,0,34.77,106.41,3.7,20.33
32441,16,256,4,18.83,297.29,723.68,0,35,103.76,3.6,24.22
32442,17,256,4,17.94,76.15,723.97,0,37.29,104.12,3.17,30.83
32443,18,256,4,16.38,0,724.75,0,41.35,125.74,2.43,36.61
32444,19,256,4,15.53,0,725.51,0,44.17,148.21,1.59,43.02
32445,20,256,4,14.67,0,726.05,0,50.1,198.55,2.3,38.86
32446,21,256,4,13.92,0,726.72,0,51.6,204.8,3.05,27.94
32447,22,256,4,13.64,0,727.23,0,50.88,206.86,2.9,22.52
32448,23,256,4,13.58,0,727.38,0,49.78,211.72,2.62,17.78
32449,0,257,5,13.29,0,726.51,0,51.63,204.1,2.79,12.98
32450,1,257,5,13.13,0,725.79,0,54.26,200.19,3.01,9.72
32451,2,257,5,12.89,0,725.43,0,55.11,202.77,2.96,7.55
32452,3,257,5,12.68,0,725.17,0,55.29,203.7,2.79,
32453,4,257,5,12.62,0,725.15,0,57.01,195.99,3.21,7.11
32454,5,257,5,12.8,0,725.44,0,57.75,198.67,2.89,8.22
32455,6,257,5,13.18,36.68,725.93,0,57.01,201.7,2.92,13.62
32456,7,257,5,14.55,269.75,726.34,0,53.73,198.26,3.41,17.72
32457,8,257,5,16.29,503.68,726.6,0,48.64,202.08,3.72,17.99
32458,9,257,5,18,611.59,726.6,0,43.33,179.12,2.97,22.95
32459,10,257,5,18.97,784.52,726.44,0,39.51,148.75,1.69,16.8
32460,11,257,5,19.52,709.94,725.98,0,36.41,109.1,3.37,15.69
32461,12,257,5,19.16,588.95,725.41,0,36.97,107.23,3.79,17.35
32462,13,257,5,20.13,986.01,724.75,0,34.82,105.49,3.94,14.68
32463,14,257,5,19.14,402.2,724.28,0,37.25,107.12,4.24,14.67
32464,15,257,5,17.43,220.35,724.51,0,41.92,103.14,4.26,15.71
32465,16,257,5,16.89,126.13,724.61,0,42.54,105.71,3.31,18.59
32466,17,257,5,16.26,36.05,725.11,0,43.64,142.76,1.84,30.95
32467,18,257,5,15.15,0,725.55,0,47.13,138.44,1.5699999999999998,36.49
32468,19,257,5,14.22,0,726.18,0,48.68,140.5,1.72,28.94
32469,20,257,5,13.71,0,726.46,0,51.02,214.2,0.97,35.64
32470,21,257,5,13.13,0,726.91,0,54.51,252.68,0.52,33.77
32471,22,257,5,13.18,0,727.08,0,53.88,197.08,1.18,38.82
32472,23,257,5,13.29,0,726.89,0,53.28,189.54,1.02,41.33
32473,0,258,6,13.28,0,726.6,0,53.45,202.1,1.3,17.21
32474,1,258,6,13.09,0,726.23,0,55.78,241.32,0.17,32.05
32475,2,258,6,12.79,0,725.69,0,56.23,200.26,1.47,21.28
32476,3,258,6,12.59,0,725.59,0,57.08,196.69,2.44,13.6
32477,4,258,6,12.54,0,725.67,0,57.73,196.61,2.39,8.81
32478,5,258,6,12.59,0,725.96,0,59.01,193.89,1.63,10.23
32479,6,258,6,11.98,29.34,726.39,0,66.85,123.19,0.61,31.41
32480,7,258,6,13.09,192.22,726.76,0,60.77,177.19,2.33,30.74
32481,8,258,6,15.06,435.97,726.96,0,52.8,183.11,3.54,18.64
32482,9,258,6,17.06,574.51,727.15,0,46.51,171.05,1.81,17.99
32483,10,258,6,18.85,881.04,726.88,0,40.79,88.72,1.2,11.6
32484,11,258,6,19.26,762.51,726.37,0,38.31,130.39,1.89,11.58
32485,12,258,6,19.66,767.7,725.74,0,37.27,111.43,2.4,11.56
32486,13,258,6,19.85,522.96,725.05,0,36.74,85.06,2.2,13.36
32487,14,258,6,18.61,598.85,724.68,0,46.91,355.46,3.3,7.83
32488,15,258,6,18.4,435.61,724.34,0,47.05,355.2,3.13,9.24
32489,16,258,6,16.65,131.31,724.23,0,52.3,350.25,3.21,9.12
32490,17,258,6,15.69,31.55,724.62,0,55.8,0.54,2.33,21.05
32491,18,258,6,14.48,0,725.3,0,60.44,6.05,2.8,26.12
32492,19,258,6,13.92,0,725.99,0,61.93,13.13,1.92,33.09
32493,20,258,6,13.35,0,726.64,0,64.38,13.32,0.94,35.88
32494,21,258,6,12.37,0,727.22,0,71.59,130.71,0.65,39.44
32495,22,258,6,11.76,0,727.68,0,72.98,147.33,0.14,35.8
32496,23,258,6,11.1,0,727.56,0,74.39,305.17,0.6,38.04
32497,0,259,0,10.92,0,727.07,0,72.45,227.14,0.59,31.32
32498,1,259,0,11.79,0,726.58,0,63.09,143.31,0.32,19.84
32499,2,259,0,10.02,0,726.39,0,72.96,319.17,0.75,21
32500,3,259,0,9.07,0,726.1,0,73.29,327.31,0.87,
32501,4,259,0,8.97,0,726.52,0,70.28,339.25,1.26,23.81
32502,5,259,0,8.69,0,726.77,0,68.98,307.75,1,33.93
32503,6,259,0,8.92,53.7,727.08,0,67.23,309.11,0.73,43.83
32504,7,259,0,14.54,284.57,727.82,0,48.36,112.7,0.36,57.05
32505,8,259,0,15.6,523.86,728.13,0,40.55,175.18,1.51,46.9
32506,9,259,0,17.57,809.52,728.27,0,33.27,93.02,0.67,22.95
32507,10,259,0,18.48,923.76,728.12,0,31.9,115.78,1.13,19.07
32508,11,259,0,19.4,1036.76,727.5,0,31.81,127.27,1.41,18.86
32509,12,259,0,19.72,726.85,726.61,0,30.93,131.21,2.2,21.64
32510,13,259,0,19.51,563.13,725.9,0,32.45,57.11,2,23.65
32511,14,259,0,20.05,686.82,725.42,0,30.88,97.65,2.6,20.91
32512,15,259,0,19.81,583.31,725.07,0,31.81,93.13,2.54,19.03
32513,16,259,0,17.89,149.99,725.22,0,40.26,73.08,1.79,24.42
32514,17,259,0,16.44,78.12,725.61,0,43.42,102.75,2.54,32.6
32515,18,259,0,15.09,0,725.85,0,47.07,106.8,1.92,37.64
32516,19,259,0,14.27,0,726.44,0,49.31,66.64,0.2,35.2
32517,20,259,0,12.95,0,726.93,0,60.89,333.12,1.26,47.59
32518,21,259,0,11.94,0,727.32,0,60.72,334.58,1.16,43.42
32519,22,259,0,11.11,0,727.58,0,63.56,311.93,0.82,39.78
32520,23,259,0,10.56,0,727.49,0,69.53,291.62,0.72,44.33
32521,0,260,1,9.93,0,727.15,0,65.79,304.48,0.94,39.78
32522,1,260,1,9.41,0,726.85,0,69.94,299.86,0.72,33.06
32523,2,260,1,9.16,0,726.63,0,78.58,255.33,0.39,29.97
32524,3,260,1,9.16,0,726.7,0,87.25,314.17,0.23,29.1
32525,4,260,1,8.44,0,726.73,0,87.34,299.23,0.73,30.81
32526,5,260,1,8.17,0,726.78,0,87.27,303.62,0.63,32.02
32527,6,260,1,9.41,66.51,727.07,0,80.89,226.59,0.4,39.97
32528,7,260,1,13.94,278.55,727.59,0,49.73,166.65,2.15,59.28
32529,8,260,1,15.87,543.59,727.92,0,40.78,178.58,2.53,39.75
32530,9,260,1,17.5,758.14,728.22,0,36.81,162.75,1.47,26.84
32531,10,260,1,18.8,910.18,728.08,0,35.31,146.5,1.15,18.98
32532,11,260,1,19.73,921.73,727.45,0,33.01,133.02,1.21,16.48
32533,12,260,1,20.9,855.52,726.6,0,31.46,70.38,1.15,19.42
32534,13,260,1,20.49,453.86,725.82,0,32.22,94,1.51,22.97
32535,14,260,1,18.9,489.44,725.31,0,48.53,356.74,3.17,19.43
32536,15,260,1,18.59,560.03,724.84,0,49.62,4.51,3.1,19.05
32537,16,260,1,17.12,165.88,724.74,0,53.17,1.72,2.89,24.84
32538,17,260,1,15.56,34.17,725.22,0,59.29,8.36,3.04,42.18
32539,18,260,1,14.67,0,725.84,0,64.88,30.28,1.04,49.18
32540,19,260,1,12.22,0,726.83,0,85.28,168.51,2.12,37.89
32541,20,260,1,12.5,0,727.53,0,81.7,47.81,0.99,38.85
32542,21,260,1,12.67,0,728,0,77.06,29.73,1.39,36.16
32543,22,260,1,12.65,0,728.33,0,74.16,23.23,1.26,31.42
32544,23,260,1,11.68,0,728.22,0,86.47,170.95,1.2,29.4
32545,0,261,2,11.1,0,727.85,0,90.67,132.6,0.72,21.42
32546,1,261,2,11.37,0,727.3,0,88.09,55.95,0.96,20.28
32547,2,261,2,10.98,0,727.17,0,90.56,140.42,1.08,10.17
32548,3,261,2,11.16,0,727.05,0,88.45,163.67,0.85,
32549,4,261,2,11.13,0,727.14,0,82.36,157.05,1.22,11.24
32550,5,261,2,10.68,0,727.39,0,89.08,108.18,0.53,27.65
32551,6,261,2,10.82,36.65,727.49,0,86.8,57.71,0.28,30.96
32552,7,261,2,12.25,185.1,727.73,0,78.44,104.79,0.85,48.19
32553,8,261,2,13.68,320.5,728.22,0,71.51,116.99,0.92,51.51
32554,9,261,2,14.69,471.04,728.26,0,66.09,104.99,1.47,52.65
32555,10,261,2,16.49,585.77,727.94,0,58.58,95.73,0.55,53.43
32556,11,261,2,18.74,806.5,727.27,0,47.25,44.09,1.29,53.74
32557,12,261,2,18.34,382.01,726.65,0,46.5,60.89,1.71,46.81
32558,13,261,2,17.85,324.74,725.98,0,48.8,10.45,1.55,35.5
32559,14,261,2,19.05,618.53,725.12,0,46.21,39.6,1.27,22.09
32560,15,261,2,18.89,323.73,724.47,0,47.05,16,1.52,28.16
32561,16,261,2,16.92,104.21,724.44,0,56.65,12.44,2.5,40.38
32562,17,261,2,14.92,22.71,724.99,0,66.06,75.67,1.45,53.92
32563,18,261,2,12.47,0,725.89,0,88.37,158.33,2.16,50.74
32564,19,261,2,11.69,0,726.68,3.8,93.6,107.96,1.18,40.72
32565,20,261,2,11.37,0,727.24,1.7,93.07,133.06,0.61,43.11
32566,21,261,2,11.28,0,727.62,2.4,91.84,109.33,0.59,45.49
32567,22,261,2,11.31,0,728.04,0.4,93.2,113.43,1.03,43.77
32568,23,261,2,10.99,0,727.84,0.1,94.57,160.26,0.87,27.86
32569,0,262,3,10.99,0,727.36,0,93.79,142.22,0.85,27.12
32570,1,262,3,10.92,0,726.75,0,93.85,167.75,1.07,16.71
32571,2,262,3,10.94,0,726.45,0,93.54,124.46,0.83,16.03
32572,3,262,3,10.75,0,726.19,0,93.21,97.11,0.65,12.76
32573,4,262,3,10.63,0,726.32,0,93.42,143.52,0.99,13.61
32574,5,262,3,10.65,0,726.48,0,94.06,148.84,0.75,23.63
32575,6,262,3,10.48,23.61,726.82,0,94.81,148.4,1.19,34.48
32576,7,262,3,11.2,136.35,727.33,0,92.25,117.73,0.91,40.77
32577,8,262,3,14.39,591.82,727.48,0,74.15,108.22,0.84,35.5
32578,9,262,3,16.26,725.55,727.46,0,63.52,21.28,1.28,44.1
32579,10,262,3,17.38,894.89,727.22,0,60.84,54.77,1.33,42.94
32580,11,262,3,18.46,866.95,726.39,0,53.85,65.75,2.03,34.37
32581,12,262,3,18.17,560.67,725.55,0,53.6,27.39,1.92,26.55
32582,13,262,3,17.88,281.55,724.79,0,57.18,153.32,1.37,42.22
32583,14,262,3,15.16,130,724.55,0,76.67,35.39,1.79,40.84
32584,15,262,3,13.12,50.45,724.79,10.9,87.95,172.41,0.47,65.73
32585,16,262,3,12.99,22.86,725.02,1.6,83.81,101.15,1.37,62.62
32586,17,262,3,12.64,10.99,725.34,0.1,86.82,10.4,0.69,73.9
32587,18,262,3,12.41,0,725.8,2.5,88.31,95.61,0.8,77.82
32588,19,262,3,12.12,0,726.17,0,92.77,113.11,1.08,58.6
32589,20,262,3,12.05,0,726.72,0,93.46,139.05,0.95,49.46
32590,21,262,3,11.85,0,727.16,0,93.92,127.09,1.03,44.07
32591,22,262,3,11.62,0,727.42,0,95.7,83.46,0.93,30.02
32592,23,262,3,11.73,0,727.26,0,94.97,128.72,0.88,30.75
32593,0,263,4,11.68,0,726.75,0,94.51,158.62,0.78,28.51
32594,1,263,4,11.75,0,726.24,0,93.3,175.59,1.08,24.35
32595,2,263,4,11.47,0,725.75,0,91.83,117.43,0.77,21.49
32596,3,263,4,11.24,0,725.66,0,94.49,155.87,0.74,
32597,4,263,4,11.14,0,725.76,0,93.61,120.68,0.84,21.3
32598,5,263,4,11.1,0,726.31,0,94.64,159.42,0.71,20.53
32599,6,263,4,11.17,19.69,726.73,0,93.83,109.37,1.05,37.05
32600,7,263,4,11.01,69.5,727.21,0,95.96,109.67,0.95,37.41
32601,8,263,4,12.8,310.32,727.5,0,85.5,114.73,0.71,33.03
32602,9,263,4,15.47,601.7,727.58,0,67.79,91.43,0.63,38.11
32603,10,263,4,17.16,781.86,727.16,0,60.61,116.9,0.86,48.1
32604,11,263,4,18.66,880.5,726.48,0,51.54,9.41,1.03,31.53
32605,12,263,4,20.07,879.35,725.46,0,44.05,14.48,1.43,21.66
32606,13,263,4,20.18,805.49,724.19,0,44.24,0.96,2.91,21.12
32607,14,263,4,18.62,229.85,723.71,0,43.81,13.54,2.44,36.69
32608,15,263,4,14.84,45.28,725.11,0,63.53,129.23,1.23,44.3
32609,16,263,4,12.73,12.89,725.83,0,73.71,99.14,1.54,49.83
32610,17,263,4,12.26,6.12,726.4,0,70.74,154.98,0.76,64.14
32611,18,263,4,12.68,0,727,0,71.14,114.39,0.29,57.88
32612,19,263,4,12.54,0,727.31,0,72.06,158.24,0.77,70.71
32613,20,263,4,12.45,0,727.73,0,73.59,188.33,0.55,80.5
32614,21,263,4,12.78,0,727.75,0,66.99,194.58,1.65,79.4
32615,22,263,4,12.8,0,727.99,0,68.49,45.21,0.76,78.4
32616,23,263,4,12.07,0,727.95,0,75.37,337.71,0.14,74.1
32617,0,264,5,12.22,0,727.45,0,74.36,33.17,0.61,72.47
32618,1,264,5,12.14,0,726.68,0,74.67,192.6,1.07,70.44
32619,2,264,5,12.28,0,726.22,0,72.94,119.54,0.1,65.32
32620,3,264,5,12.09,0,726.28,0,75.5,314.31,0.6,60.9
32621,4,264,5,11.69,0,726.21,0,75.45,341.71,0.82,55.46
32622,5,264,5,11.46,0,726.52,0,75.63,326.91,0.58,55.63
32623,6,264,5,11.42,55.91,727,0,75.83,214.91,0.45,53.23
32624,7,264,5,13.01,147.68,727.56,0,70.08,155.94,0.54,67.49
32625,8,264,5,14.44,424.7,727.88,0,65.71,123.09,1,74.55
32626,9,264,5,16.93,650.93,728.11,0,57.12,50.52,1.1,81.45
32627,10,264,5,18.47,764.49,728.15,0,43.54,90.25,0.91,27.48
32628,11,264,5,18.19,703.65,727.8,0,44.07,99.61,1.93,18.73
32629,12,264,5,18.91,687.67,726.92,0,43.58,127.59,1.27,21.54
32630,13,264,5,19.08,636.23,726,0,44.76,11.88,2.24,20.96
32631,14,264,5,17.46,155.61,725.6,0,51.11,352.1,2.66,14.19
32632,15,264,5,17.94,470.25,725.32,0,50.23,350.28,3.02,8.25
32633,16,264,5,15.32,69.19,725.66,0,67.02,346.51,2.19,14.88
32634,17,264,5,15.06,41.93,726.07,1.2,63.22,349.47,1.76,14.42
32635,18,264,5,14.34,0,726.54,0,68.27,290.74,0.57,43.52
32636,19,264,5,13.77,0,727.31,0,71.7,284.6,0.57,46.82
32637,20,264,5,13.52,0,727.81,0,70.7,337.67,1.36,47.28
32638,21,264,5,13.3,0,728.04,0,70.69,324.84,1.02,37.76
32639,22,264,5,12.88,0,728.31,0,68.83,302.48,0.78,25.66
32640,23,264,5,12.07,0,728.23,0,74.56,313.48,0.82,32.13
32641,0,265,6,11.59,0,727.61,0,76.46,300.34,0.75,23.95
32642,1,265,6,10.97,0,727.3,0,77.17,293.77,0.7,20.9
32643,2,265,6,10.55,0,727.05,0,78.73,297.59,0.93,22.66
32644,3,265,6,10.16,0,727.04,0,80.43,296.32,0.77,
32645,4,265,6,9.72,0,727.24,0,80.6,294.71,0.79,25.36
32646,5,265,6,10.05,0,727.59,0,79.71,225.56,0.77,31.72
32647,6,265,6,10.7,70.93,727.89,0,76.95,192,1.03,32.98
32648,7,265,6,14.4,290.56,728.34,0,57.76,182.06,2.1,38.21
32649,8,265,6,16.2,481.98,728.81,0,44.7,197.56,1.43,18.66
32650,9,265,6,18.07,816.63,728.99,0,38.8,149.78,1.03,11.71
32651,10,265,6,18.33,945.01,728.98,0,36.93,136.96,1.58,9.59
32652,11,265,6,18.56,610.23,728.43,0,35.47,110.52,1.23,9.85
32653,12,265,6,19.19,529.72,727.54,0,33.56,51.63,1.01,10.75
32654,13,265,6,19.04,257.27,726.46,0,31.79,98.44,1.51,16.01
32655,14,265,6,19.77,614.49,725.82,0,30.13,84.86,1.95,10.9
32656,15,265,6,18.56,376.49,725.55,0,35.52,90.65,2.56,9.85
32657,16,265,6,18.11,235.57,725.55,0,38.59,101.74,3.13,11.88
32658,17,265,6,16.06,30.17,726.12,0,45.42,94.89,2.36,14.21
32659,18,265,6,15.22,0,726.32,0,53.77,151.32,1.51,26.09
32660,19,265,6,14.05,0,726.9,0,62.85,330.41,0.91,33.78
32661,20,265,6,13.45,0,727.54,0,65.72,336.68,1.14,31.54
32662,21,265,6,12.58,0,728.2,0,67.31,326.27,0.91,30.99
32663,22,265,6,12.62,0,728.92,0,65.35,337.21,1.16,17.93
32664,23,265,6,12,0,728.65,0,68.91,306.5,0.48,17.43
32665,0,266,0,11.09,0,728.17,0,76.69,243.13,0.67,30.33
32666,1,266,0,10.58,0,727.8,0,70.7,237.94,0.57,18.23
32667,2,266,0,11.18,0,727.58,0,57.98,206.38,1.42,8.71
32668,3,266,0,11.15,0,727.33,0,55.51,224.48,1.42,8.02
32669,4,266,0,10.68,0,727.22,0,58.56,203.73,1.51,15.47
32670,5,266,0,11.5,0,727.42,0,56.68,198.54,2.46,11.12
32671,6,266,0,12.15,46.85,727.74,0,55.64,199.37,2.39,28.81
32672,7,266,0,13.53,231.65,728.28,0,51.36,191.95,2.69,38.19
32673,8,266,0,15.48,547.19,728.75,0,44.97,184.22,3,28.98
32674,9,266,0,16.47,551.33,728.87,0,42.27,191.33,2.44,27
32675,10,266,0,17.82,749.31,728.54,0,39.61,163.25,2.15,26.53
32676,11,266,0,18.95,696.02,727.89,0,36.99,182.32,0.93,19.96
32677,12,266,0,19.14,387.18,727.01,0,36,98.28,0.48,25.33
32678,13,266,0,19.18,362.75,726.27,0,36.2,30.71,1.22,25.32
